id,nombre científico,nombre común,rango,zonas USDA
"picea_pungens","Picea pungens","Pícea azul","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"picea_sp","Picea sp.","Pícea","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pinus_canariensis","Pinus canariensis","Pino de Canarias","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"pinus_elliottii","Pinus elliottii","Pino elliottis","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pinus_halepensis","Pinus halepensis","Pino carrasco","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"pinus_patula","Pinus patula","Pino pátula, Pino llorón","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"pinus_pinaster","Pinus pinaster","Pino marítimo, Pino rodeno","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pinus_pinea","Pinus pinea","Pino piñonero","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"pinus_roxburghii","Pinus roxburghii","Pino de la India, Pino chir","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"pinus_sp","Pinus sp.","Pino","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pittosporum_sp","Pittosporum sp.","Pitosporo","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"pittosporum_tobira","Pittosporum tobira","Pitosporo de Japón, Azahar de la China","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"platanus_acerifolia","Platanus × acerifolia","Plátano de sombra","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"platanus_orientalis","Platanus orientalis","Plátano oriental","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"platycladus_occidentalis","Platycladus occidentalis","Tuya occidental","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"platycladus_orientalis","Platycladus orientalis","Tuya oriental, Ciprés de abanico","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"platycladus_sp","Platycladus sp.","Tuya","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"plinia_cauliflora","Plinia cauliflora","Jaboticaba","-3.9°C a -1.1°C","9b, 10a, 10b"
"plumeria_alba","Plumeria alba","Alhelí blanco","-1.1°C a 1.7°C","10a, 10b"
"plumeria_pudica","Plumeria pudica","Amapola blanca, Plumeria","-1.1°C a 1.7°C","10a, 10b"
"plumeria_rubra","Plumeria rubra","Frangipani, Alhelí rojo","-1.1°C a 1.7°C","10a, 10b"
"podocarpus_falcatus","Podocarpus falcatus","Podocarpo africano","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"podocarpus_macrophylla","Podocarpus macrophylla","Podocarpo, Pino de buda","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"podocarpus_sp","Podocarpus sp.","Podocarpo","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"poecilanthe_parviflora","Poecilanthe parviflora","Lapachillo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"populus_canadensis","Populus × canadensis","Álamo canadiense","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"populus_canescens","Populus × canescens","Álamo cano","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"populus_alba","Populus alba","Álamo blanco","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"populus_alba_var_pyramidalis","Populus alba var. pyramidalis","Álamo plateado piramidal","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"populus_deltoides","Populus deltoides","Álamo carolina","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"populus_nigra","Populus nigra","Álamo negro","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"populus_nigra_cv_italica","Populus nigra cv. italica","Álamo de Italia, Álamo piramidal","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"populus_sp","Populus sp.","Álamo","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pouteria_salicifolia","Pouteria salicifolia","Mataojo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"prosopis_sp","Prosopis sp.","Algarrobo","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"prunus_armeniaca","Prunus armeniaca","Damasco, Albaricoque","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_avium","Prunus avium","Cerezo dulce","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_cerasifera","Prunus cerasifera","Ciruelo de jardín, Ciruelo mirobálano","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_cerasifera_for_atropurpurea","Prunus cerasifera for. atropurpurea","Ciruelo de hoja roja","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_cerasus","Prunus cerasus","Guindo","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_domestica","Prunus domestica","Ciruelo común","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_laurocerasus","Prunus laurocerasus","Laurel cerezo, Laurel real","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_persica","Prunus persica","Duraznero","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_serrulata","Prunus serrulata","Cerezo de flor japonés, Sakura","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"prunus_sp","Prunus sp.","Prunus","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"psidium_cattleianum","Psidium cattleianum","Guayabo fresa, Arazá rojo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"psidium_guajava","Psidium guajava","Guayabo, Guayaba","-3.9°C a -1.1°C","9b, 10a, 10b"
"pterogyne_nitens","Pterogyne nitens","Tipa colorada, Viraró","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"punica_granatum","Punica granatum","Granado","-15°C a -12.2°C","7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pyracantha_coccinea","Pyracantha coccinea","Piracanta, Espino albar","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pyracantha_crenulata","Pyracantha crenulata","Piracanta del Himalaya","-20.6°C a -17.8°C","6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pyracantha_sp","Pyracantha sp.","Piracanta","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"pyrus_communis","Pyrus communis","Peral","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"quercus_ilex","Quercus ilex","Encina","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"quercus_imbricaria","Quercus imbricaria","Roble teja","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"quercus_palustris","Quercus palustris","Roble de los pantanos","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"quercus_robur","Quercus robur","Roble carballo, Roble europeo","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"quercus_rubra","Quercus rubra","Roble rojo americano","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"quercus_sp","Quercus sp.","Roble","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"quercus_suber","Quercus suber","Alcornoque","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"raphis_excelsa","Raphis excelsa","Rapis, Palmera bambú","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"ravenala_madagascariensis","Ravenala madagascariensis","Árbol del viajero","-1.1°C a 1.7°C","10a, 10b"
"ravenea_rivularis","Ravenea rivularis","Palmera majestad","-1.1°C a 1.7°C","10a, 10b"
"rhus_succedanea","Rhus succedanea","Árbol de la cera","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"rhus_typhina","Rhus typhina","Zumaque de Virginia","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"robina_pseudoacacia_var_aurea","Robina pseudoacacia var. aurea","Acacia blanca dorada","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"robinia_hispida","Robinia hispida","Acacia erizada, Acacia rosa","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"robinia_pseudoacacia","Robinia pseudoacacia","Acacia blanca, Falsa acacia","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"robinia_pseudoacacia_f_umbraculifera","Robinia pseudoacacia f. umbraculifera","Acacia bola","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"robinia_pseudoacacia_var_aurea_frisia","Robinia pseudoacacia var. aurea 'Frisia'","Acacia blanca Frisia","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"robinia_sp","Robinia sp.","Acacia blanca","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"roseodendron_donnellsmithii","Roseodendron donnell-smithii","Primavera, Cortés amarillo","-1.1°C a 1.7°C","10a, 10b"
"roystonea_regia","Roystonea regia","Palma real cubana","-1.1°C a 1.7°C","10a, 10b"
"ruprechtia_apetala","Ruprechtia apetala","Manzanillo del campo, Higuerón","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"ruprechtia_laxiflora","Ruprechtia laxiflora","Viraró","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"ruprechtia_sp","Ruprechtia sp.","Viraró, Manzanillo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"sabal_palmetto","Sabal palmetto","Sabal, Palmetto","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"salix_alba","Salix alba","Sauce blanco","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"salix_alba_var_tristis","Salix alba var. tristis","Sauce llorón dorado","-45.6°C a -42.8°C","2a, 2b, 3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"salix_babylonica","Salix babylonica","Sauce llorón","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"salix_fragilis","Salix fragilis","Sauce mimbre","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"salix_humboldtiana","Salix humboldtiana","Sauce criollo, Sauce colorado","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"salix_sp","Salix sp.","Sauce","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"salix_x_erythroflexuosa","Salix x erythroflexuosa","Sauce eléctrico, Sauce tortuoso","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"sambucus_australis","Sambucus australis","Saúco criollo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"sambucus_nigra","Sambucus nigra","Saúco negro, Saúco común","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"sambucus_sp","Sambucus sp.","Saúco","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"sapium_haematospermum","Sapium haematospermum","Kurupí, Lecherón","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"schefflera_actinophylla","Schefflera actinophylla","Escheflera árbol, Árbol pulpo","-1.1°C a 1.7°C","10a, 10b"
"schefflera_digitata","Schefflera digitata","Escheflera de siete dedos","-3.9°C a -1.1°C","9b, 10a, 10b"
"schefflera_elegantissima","Schefflera elegantissima","Falsa aralia","-1.1°C a 1.7°C","10a, 10b"
"schefflera_sp","Schefflera sp.","Escheflera","-1.1°C a 1.7°C","10a, 10b"
"schinopsis_balansae","Schinopsis balansae","Quebracho colorado chaqueño","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"schinus_areira","Schinus areira","Aguaribay, Pimentero sabana","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"schinus_longifolius","Schinus longifolius","Molle de curtir, Corona de inca","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"schinus_sp","Schinus sp.","Aguaribay, Molle","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"schotia_latifolia","Schotia latifolia","Árbol de las nueces de monte","-3.9°C a -1.1°C","9b, 10a, 10b"
"scutia_buxifolia","Scutia buxifolia","Coronillo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"sebastiania_commersoniana","Sebastiania commersoniana","Blanquillo, Camboatá","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"senegalia_bonariensis","Senegalia bonariensis","Uña de gato, Ñapindá","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"senna_corymbosa","Senna corymbosa","Sen del campo, Sen","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"senna_siamea","Senna siamea","Cassia siamesa","-1.1°C a 1.7°C","10a, 10b"
"senna_spectabilis","Senna spectabilis","Sen espectacular, Cassia amarilla","-1.1°C a 1.7°C","10a, 10b"
"sequoia_sempervirens","Sequoia sempervirens","Secuoya roja, Secuoya de California","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"sesbania_punicea","Sesbania punicea","Acacia de café, Acacia roja","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"sesbania_virgata","Sesbania virgata","Acacia de cañada","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"solanum_granulosoleprosum","Solanum granuloso-leprosum","Fumo bravo, Tabaquillo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"spathodea_campanulata","Spathodea campanulata","Tulipán africano, Árbol de la fontana","-1.1°C a 1.7°C","10a, 10b"
"spiraea_cantoniensis","Spiraea cantoniensis","Espirea de Cantón, Corona de novia","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"sterculia_coccinea","Sterculia coccinea","Esterculia roja","-1.1°C a 1.7°C","10a, 10b"
"sterculia_monosperma","Sterculia monosperma","Castaño de China","-1.1°C a 1.7°C","10a, 10b"
"strelitzia_nicolai","Strelitzia nicolai","Estrelitzia gigante, Ave del paraíso blanca","-3.9°C a -1.1°C","9b, 10a, 10b"
"styphnolobium_japonicum","Styphnolobium japonicum","Sófora de Japón, Árbol de las pagodas","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"styphnolobium_japonicum_var_pendula","Styphnolobium japonicum var. pendula","Sófora péndula","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"syagrus_romanzoffiana","Syagrus romanzoffiana","Pindó, Palma Pindó","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"syzygium_paniculatum","Syzygium paniculatum","Cereza cepillo, Eugenia de jardín","-3.9°C a -1.1°C","9b, 10a, 10b"
"tabebuia_aurea","Tabebuia aurea","Lapacho amarillo del pantano","-1.1°C a 1.7°C","10a, 10b"
"tabebuia_rosea","Tabebuia rosea","Guayacán rosado, Apamate","-1.1°C a 1.7°C","10a, 10b"
"tabebuia_roseoalba","Tabebuia roseo-alba","Lapacho blanco","-1.1°C a 1.7°C","10a, 10b"
"tabebuia_sp","Tabebuia sp.","Lapacho","-3.9°C a -1.1°C","9b, 10a, 10b"
"taxodium_distichum","Taxodium distichum","Ciprés de los pantanos","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"taxodium_mucronatum","Taxodium mucronatum","Ahuehuete, Ciprés de Moctezuma","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"taxodium_sp","Taxodium sp.","Ciprés de los pantanos","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"taxus_sp","Taxus sp.","Tejo","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"tecoma_stans","Tecoma stans","Guarán amarillo, Esperanza","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"terminalia_australis","Terminalia australis","Palo amarillo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"terminalia_catappa","Terminalia catappa","Almendro de la India","-1.1°C a 1.7°C","10a, 10b"
"tessaria_integrifolia","Tessaria integrifolia","Aliso del río, Palo bobo","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"tetraclinis_articulata","Tetraclinis articulata","Ciprés de Cartagena, Arar","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"thevetia_sp","Thevetia sp.","Ayoyote","-3.9°C a -1.1°C","9b, 10a, 10b"
"tilia_americana_f_moltkei","Tilia americana f. moltkei","Tilo híbrido Moltke","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"tilia_platyphyllos","Tilia platyphyllos","Tilo de hoja ancha, Tilo común","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"tilia_sp","Tilia sp.","Tilo","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"tipuana_tipu","Tipuana tipu","Tipa, Tipuana","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"trachycarpus_fortunei","Trachycarpus fortunei","Palmera excelsa, Palmera de molino de viento","-15°C a -12.2°C","7b, 8a, 8b, 9a, 9b, 10a, 10b"
"trachycarpus_sp","Trachycarpus sp.","Palmera Trachycarpus","-15°C a -12.2°C","7b, 8a, 8b, 9a, 9b, 10a, 10b"
"trichilia_glabra","Trichilia glabra","Catiguá amarillo","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"tristania_conferta","Tristania conferta","Árbol del cepillo de cerdas, Lophostemon","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"trithrinax_campestris","Trithrinax campestris","Caranday, Carandá","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"ulmus_minor","Ulmus minor","Olmo común, Olmo negrillo","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ulmus_montana","Ulmus montana","Olmo de montaña","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ulmus_parvifolia","Ulmus parvifolia","Olmo chino","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ulmus_procera","Ulmus procera","Olmo inglés","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ulmus_pumila","Ulmus pumila","Olmo siberiano","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ulmus_sp","Ulmus sp.","Olmo","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"vachellia_caven","Vachellia caven","Espinillo, Espino, Caven","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"viburnum_henryi","Viburnum henryi","Viburno de Henry","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"viburnum_odoratissimum","Viburnum odoratissimum","Viburno dulce","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"viburnum_opulus","Viburnum opulus","Bola de nieve, Viburno","-40°C a -37.2°C","3a, 3b, 4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"viburnum_sp","Viburnum sp.","Viburno","-34.4°C a -31.7°C","4a, 4b, 5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"vitex_agnuscastus","Vitex agnus-castus","Pimiento de los monjes, Sauzgatillo","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"washingtonia_filifera","Washingtonia filifera","Palmera de abanico de California","-12.2°C a -9.4°C","8a, 8b, 9a, 9b, 10a, 10b"
"washingtonia_robusta","Washingtonia robusta","Palmera de abanico mexicana","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"washingtonia_sp","Washingtonia sp.","Washingtonia","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"wodyetia_bifurcata","Wodyetia bifurcata","Palmera cola de zorro","-1.1°C a 1.7°C","10a, 10b"
"yucca_gigantea","Yucca gigantea","Yuca pie de elefante, Izote","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"yucca_sp","Yucca sp.","Yuca","-17.8°C a -15°C","7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"zanthoxylum_fagara","Zanthoxylum fagara","Colima, Mamón de perro","-9.4°C a -6.7°C","8b, 9a, 9b, 10a, 10b"
"zanthoxylum_rhoifolium","Zanthoxylum rhoifolium","Tembetarí","-6.7°C a -3.9°C","9a, 9b, 10a, 10b"
"zelkova_sp","Zelkova sp","Zelkova","-28.9°C a -26.1°C","5a, 5b, 6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
"ziziphus_jujuba","Ziziphus jujuba","Azufaifo, Jujube","-23.3°C a -20.6°C","6a, 6b, 7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
